label,frame_id,num_subframes,rotation_degrees,transparency_type,transparency_flag,shift_x,shift_y,top_left_x_pixels,top_left_y_pixels,sizeX,sizeY,flip_x,flip_y
wep1,0,1,90,0,false,-33,-3,0,72,16,16,false,false
wep1,1,1,45,0,false,-24,-16,0,72,16,16,true,true
wep1,2,1,45,0,false,-23,-5,0,72,16,16,false,false
wep1,3,1,135,0,false,-24,12,0,72,16,16,false,false
wep1,4,1,135,0,false,-22,14,0,72,16,16,false,false
wep1,5,1,0,0,false,-22,-25,16,72,16,16,true,false
wep1,6,1,45,0,false,-9,-35,0,72,16,16,true,true
wep1,7,1,0,0,false,9,-25,16,72,16,16,true,true
wep1,8,1,0,0,false,-8,-42,16,72,16,16,true,false
wep1,9,1,0,0,false,-22,-37,16,72,16,16,false,false
wep1,10,1,90,0,false,-30,11,16,72,16,16,false,true
wep1,11,1,90,0,false,-24,10,16,72,16,16,false,true
wep1,12,1,90,0,false,-9,14,16,72,16,16,true,true
wep1,13,1,0,0,false,-23,-2,16,72,16,16,false,true
wep1,14,1,0,0,false,-22,-36,16,72,16,16,false,false
wep1,15,1,90,0,false,-30,11,16,72,16,16,false,true
wep1,16,1,90,0,false,-30,11,16,72,16,16,false,true
wep1,17,1,90,0,false,-34,9,16,72,16,16,false,true
wep1,18,1,90,0,false,-16,11,16,72,16,16,true,true
wep1,19,1,90,0,false,-9,14,16,72,16,16,true,true
wep1,20,1,90,0,false,-11,13,16,72,16,16,true,true
wep1,21,1,0,0,false,-23,-2,16,72,16,16,false,true
wep1,22,1,0,0,false,-23,-2,16,72,16,16,false,true
wep1,23,1,45,0,false,-8,-33,0,72,16,16,true,true
wep1,24,1,0,0,false,9,-23,16,72,16,16,true,true
wep1,25,1,0,0,false,-8,-39,16,72,16,16,true,false
wep1,26,1,60.029,0,false,-38,-14,0,72,16,16,false,false
wep1,27,1,0,0,false,-21,-37,16,72,16,16,false,false
wep1,28,1,45,0,false,-33,-13,0,72,16,16,false,false
wep1,29,1,90,0,false,-24,10,16,72,16,16,false,true
wep1,30,1,90,0,false,-10,12,16,72,16,16,true,true
wep1,31,1,90,0,false,-39,0,0,72,16,16,false,false
wep1,32,1,0,0,false,-21,-37,16,72,16,16,false,false
wep1,33,1,0,0,false,-21,-37,16,72,16,16,false,false
wep1,34,1,45,0,false,-37,-19,0,72,16,16,false,false
wep1,35,1,90,0,false,-29,9,16,72,16,16,false,true
wep1,36,1,90,0,false,-24,10,16,72,16,16,false,true
wep1,37,1,90,0,false,-23,9,16,72,16,16,false,true
wep1,38,1,0,0,false,-27,-20,0,72,16,16,false,false
wep1,39,1,90,0,false,-10,12,16,72,16,16,true,true
wep1,40,1,90,0,false,-42,-3,224,0,24,16,false,true
wep1,41,1,45,0,false,-33,-11,200,0,24,16,false,false
wep1,42,1,0,0,false,-15,-17,224,0,24,16,true,true
wep1,43,1,135,0,false,-35,13,200,0,24,16,false,false
wep1,44,1,0,0,false,-14,-33,224,0,24,16,true,true
wep1,45,1,90,0,false,-24,5,224,0,24,16,true,false
wep1,46,1,45,0,false,-10,-35,200,0,24,16,true,false
wep1,47,1,90,0,false,-26,-25,224,0,24,16,true,true
wep1,48,1,90,0,false,-47,-7,224,0,24,16,false,true
wep1,49,1,90,0,false,-43,5,224,0,24,16,false,false
wep1,50,1,0,0,false,-34,-30,224,0,24,16,false,true
wep1,51,1,0,0,false,-33,-24,224,0,24,16,false,true
wep1,52,1,0,0,false,-36,-9,224,0,24,16,false,false
wep1,53,1,90,0,false,-3,7,224,0,24,16,true,false
wep1,54,1,90,0,false,-45,5,224,0,24,16,false,false
wep1,55,1,0,0,false,-33,-32,224,0,24,16,false,true
wep1,56,1,0,0,false,-34,-30,224,0,24,16,false,true
wep1,57,1,90,0,false,-43,5,224,0,24,16,false,false
wep1,58,1,0,0,false,-33,-25,224,0,24,16,false,true
wep1,59,1,0,0,false,-36,-9,224,0,24,16,false,false
wep1,60,1,0,0,false,-36,-10,224,0,24,16,false,false
wep1,61,1,90,0,false,-3,7,224,0,24,16,true,false
wep1,62,1,90,0,false,-3,7,224,0,24,16,true,false
wep1,63,1,45,0,false,-7,-32,200,0,24,16,true,false
wep1,64,1,90,0,false,-23,-25,224,0,24,16,true,true
wep1,65,1,90,0,false,-47,-7,224,0,24,16,false,true
wep1,66,1,90,0,false,-44,3,224,0,24,16,false,false
wep1,67,1,90,0,false,-43,6,224,0,24,16,false,false
wep1,68,1,0,0,false,-32,-28,224,0,24,16,false,true
wep1,69,1,0,0,false,-34,-23,224,0,24,16,false,true
wep1,70,1,0,0,false,-33,-12,224,0,24,16,false,false
wep1,71,1,90,0,false,-44,3,224,0,24,16,false,false
wep1,72,1,90,0,false,-43,6,224,0,24,16,false,false
wep1,73,1,90,0,false,-43,6,224,0,24,16,false,false
wep1,74,1,90,0,false,-44,3,224,0,24,16,false,false
wep1,75,1,26.982,0,false,-38,-18,200,0,24,16,false,false
wep1,76,1,0,0,false,-34,-23,224,0,24,16,false,true
wep1,77,1,15.996,0,false,-36,-16,200,0,24,16,false,false
wep1,78,1,0,0,false,-33,-22,224,0,24,16,false,true
wep1,79,1,0,0,false,-33,-12,224,0,24,16,false,false
wep1,80,1,0,0,false,-14,-22,224,16,24,16,true,false
wep1,81,1,0,0,false,-14,-25,224,16,24,16,true,false
wep1,82,1,0,0,false,-12,-36,224,16,24,16,true,false
wep1,83,1,0,0,false,-12,-25,224,16,24,16,true,true
wep1,84,1,0,0,false,-12,-33,224,16,24,16,true,true
wep1,85,1,0,0,false,-14,-39,224,16,24,16,true,true
wep1,86,1,0,0,false,-19,-40,176,152,24,24,true,false
wep1,87,1,0,0,false,-26,-32,152,152,24,24,false,false
wep1,88,1,90,0,false,-17,-9,176,152,24,24,false,false
wep1,89,1,0,0,false,-12,-43,152,152,24,24,true,false
wep1,90,1,90,0,false,-34,-6,176,152,24,24,false,false
wep1,91,1,0,0,false,-24,-24,176,152,24,24,false,true
wep1,92,1,0,0,false,5,-29,152,152,24,24,true,true
wep1,93,1,0,0,false,1,-28,176,152,24,24,true,true
wep1,94,1,0,0,false,-14,-47,176,152,24,24,true,false
wep1,95,1,0,0,false,-23,-43,176,152,24,24,false,false
wep1,96,1,90,0,false,-31,8,176,152,24,24,false,true
wep1,97,1,90,0,false,-27,9,176,152,24,24,false,true
wep1,98,1,90,0,false,-17,10,176,152,24,24,true,true
wep1,99,1,0,0,false,-24,-6,176,152,24,24,false,true
wep1,100,1,0,0,false,-23,-43,176,152,24,24,false,false
wep1,101,1,90,0,false,-38,8,152,152,24,24,false,true
wep1,102,1,90,0,false,-31,8,176,152,24,24,false,true
wep1,103,1,0,0,false,-23,-43,176,152,24,24,false,false
wep1,104,1,26.719,0,false,-34,-18,128,152,24,24,false,true
wep1,105,1,90,0,false,-17,10,176,152,24,24,true,true
wep1,106,1,0,0,false,-33,-10,152,152,24,24,false,true
wep1,107,1,0,0,false,-24,-6,176,152,24,24,false,true
wep1,108,1,0,0,false,-24,-6,176,152,24,24,false,true
wep1,109,1,90,0,false,-26,-34,152,152,24,24,true,false
wep1,110,1,0,0,false,3,-25,176,152,24,24,true,true
wep1,111,1,0,0,false,-14,-45,176,152,24,24,true,false
wep1,112,1,60.029,0,false,-42,-17,128,152,24,24,false,false
wep1,113,1,0,0,false,-24,-41,176,152,24,24,false,false
wep1,114,1,90,0,false,-30,6,176,152,24,24,false,true
wep1,115,1,0,0,false,-30,-23,128,152,24,24,false,false
wep1,116,1,90,0,false,-17,9,176,152,24,24,true,true
wep1,117,1,90,0,false,-41,-8,128,152,24,24,false,false
wep1,118,1,0,0,false,-24,-41,176,152,24,24,false,false
wep1,119,1,0,0,false,-24,-41,176,152,24,24,false,false
wep1,120,1,60.029,0,false,-42,-17,128,152,24,24,false,false
wep1,121,1,29.971,0,false,-34,-21,128,152,24,24,false,false
wep1,122,1,90,0,false,-25,9,176,152,24,24,false,true
wep1,123,1,90,0,false,-24,9,176,152,24,24,false,true
wep1,124,1,90,0,false,-25,8,176,152,24,24,false,true
wep1,125,1,90,0,false,-17,9,176,152,24,24,true,true
wep1,126,1,90,0,false,-28,-3,80,48,24,16,false,false
wep1,127,1,90,0,false,-28,-3,80,48,24,16,false,false
