label,frame_id,num_subframes,rotation_degrees,transparency_type,transparency_flag,shift_x,shift_y,top_left_x_pixels,top_left_y_pixels,sizeX,sizeY,flip_x,flip_y
eff1,0,1,0,1,true,-14,-40,192,0,24,16,false,false
eff1,1,1,0,1,true,-22,-40,216,0,24,16,false,false
eff1,2,1,0,1,true,-26,-40,216,16,24,16,false,false
eff1,3,1,90,1,true,-39,12,192,32,24,16,true,true
eff1,4,1,90,1,true,-29,12,216,32,24,16,true,true
eff1,5,1,90,1,true,-21,11,192,48,24,16,true,true
eff1,6,1,90,1,true,-14,12,216,0,24,16,true,true
eff1,7,1,90,1,true,-11,13,192,16,24,16,true,true
eff1,8,1,90,1,true,-8,12,216,16,24,16,true,true
eff1,9,1,0,1,true,-14,-39,192,0,24,16,false,false
eff1,10,1,0,1,true,-21,-39,216,0,24,16,false,false
eff1,11,1,0,1,true,-26,-39,216,16,24,16,false,false
eff1,12,1,119.971,1,true,-32,19,192,32,24,16,true,true
eff1,13,1,124.98,1,true,-24,20,216,32,24,16,true,true
eff1,14,1,119.971,1,true,-21,19,192,48,24,16,true,true
eff1,15,1,90,1,true,-34,12,192,32,24,16,true,true
eff1,16,1,90,1,true,-27,12,216,32,24,16,true,true
eff1,17,1,90,1,true,-21,12,192,48,24,16,true,true
eff1,18,1,0,1,true,-20,-47,0,0,32,16,false,false
eff1,19,1,0,1,true,-27,-46,32,0,32,16,false,false
eff1,20,1,0,1,true,-27,-46,64,0,24,16,false,false
eff1,21,1,145.02,1,true,-21,30,0,0,32,16,true,true
eff1,22,1,129.99,1,true,-17,27,32,0,32,16,true,true
eff1,23,1,90,1,true,-29,28,160,0,32,8,true,true
eff1,24,1,70.049,1,true,-28,17,0,0,32,16,true,true
eff1,25,1,70.049,1,true,-21,16,32,0,32,16,true,true
eff1,26,1,70.049,1,true,-14,16,64,0,24,16,true,true
eff1,27,1,0,1,true,-19,-46,0,0,32,16,false,false
eff1,28,1,0,1,true,-28,-45,32,0,32,16,false,false
eff1,29,1,0,1,true,-28,-45,64,0,24,16,false,false
eff1,30,1,160.049,1,true,-18,30,0,0,32,16,true,true
eff1,31,1,164.971,1,true,-9,29,32,0,32,16,true,true
eff1,32,1,90,1,true,-41,18,136,0,24,16,true,true
eff1,33,1,119.971,1,true,-27,27,0,0,32,16,true,true
eff1,34,1,120.059,1,true,-20,26,32,0,32,16,true,true
eff1,35,1,90,1,true,-29,28,160,0,32,8,true,true
eff1,36,1,0,1,true,-22,-42,0,0,32,16,false,false
eff1,37,1,0,1,true,-28,-41,32,0,32,16,false,false
eff1,38,1,0,1,true,-25,-42,64,0,24,16,false,false
eff1,39,1,145.02,1,true,-22,27,0,0,32,16,true,true
eff1,40,1,129.99,1,true,-20,25,32,0,32,16,true,true
eff1,41,1,90,1,true,-28,25,160,0,32,8,true,true
eff1,42,1,70.049,1,true,-28,14,0,0,32,16,true,true
eff1,43,1,70.049,1,true,-22,14,32,0,32,16,true,true
eff1,44,1,70.049,1,true,-12,13,64,0,24,16,true,true
eff1,45,1,0,1,true,-20,-44,0,0,32,16,false,false
eff1,46,1,0,1,true,-25,-44,32,0,32,16,false,false
eff1,47,1,0,1,true,-24,-44,64,0,24,16,false,false
eff1,48,1,160.049,1,true,-17,27,0,0,32,16,true,true
eff1,49,1,164.971,1,true,-10,27,32,0,32,16,true,true
eff1,50,1,90,1,true,-39,16,136,0,24,16,true,true
eff1,51,1,119.971,1,true,-25,23,0,0,32,16,true,true
eff1,52,1,120.059,1,true,-19,23,32,0,32,16,true,true
eff1,53,1,90,1,true,-28,25,160,0,32,8,true,true
eff1,54,1,90,1,true,-38,13,96,88,16,16,true,true
eff1,55,1,90,1,true,-38,13,112,88,16,16,true,true
eff1,56,1,90,1,true,-38,13,128,88,16,16,true,true
eff1,57,1,90,1,true,-12,13,96,88,16,16,false,true
eff1,58,1,0,1,true,-29,-10,112,88,16,16,true,true
eff1,59,1,0,1,true,-29,-10,128,88,16,16,true,true
eff1,60,1,0,1,true,-27,-5,144,88,16,16,false,false
eff1,61,1,0,1,true,-27,-5,160,88,16,16,false,false
eff1,62,1,0,1,true,-27,-5,176,88,16,16,false,false
