label,frame_id,num_subframes,rotation_degrees,transparency_type,transparency_flag,shift_x,shift_y,top_left_x_pixels,top_left_y_pixels,sizeX,sizeY,flip_x,flip_y
other,0,1,0,0,false,-4,-4,0,0,8,8,false,false
other,1,1,0,0,false,-8,-22,0,0,16,24,false,false
other,2,1,0,0,false,-8,-22,16,0,16,24,false,false
other,3,1,0,0,false,-8,-22,32,0,16,24,false,false
other,4,1,0,0,false,-8,-22,48,0,16,24,false,false
other,5,1,0,0,false,-8,-22,64,0,16,24,false,false
other,6,1,0,0,false,-8,-22,80,0,16,24,false,false
other,7,1,0,0,false,-8,-22,96,0,16,24,false,false
other,8,1,0,0,false,-8,-22,112,0,16,24,false,false
other,9,1,0,0,false,-8,-22,128,0,16,24,false,false
other,10,1,0,0,false,-8,-22,144,0,16,24,false,false
other,11,1,0,0,false,-8,-22,160,0,16,24,false,false
other,12,1,0,0,false,-8,-22,176,0,16,24,false,false
other,13,1,0,0,false,-8,-22,192,0,16,24,false,false
other,14,1,0,0,false,-8,-22,208,0,16,24,false,false
other,15,1,0,0,false,-11,-18,224,0,24,24,false,false
other,16,1,0,0,false,-11,-18,224,48,24,24,false,false
