label,frame_id,num_subframes,rotation_degrees,transparency_type,transparency_flag,shift_x,shift_y,top_left_x_pixels,top_left_y_pixels,sizeX,sizeY,flip_x,flip_y
eff2 (Unused),0,1,0,1,true,-22,-44,192,0,24,16,false,false
eff2 (Unused),1,1,0,1,true,-29,-43,216,0,24,16,false,false
eff2 (Unused),2,1,0,1,true,-33,-43,192,16,24,16,false,false
eff2 (Unused),3,1,119.971,1,true,-18,19,192,0,24,16,true,true
eff2 (Unused),4,1,119.971,1,true,-10,17,216,0,24,16,true,true
eff2 (Unused),5,1,119.971,1,true,-6,19,192,16,24,16,true,true
eff2 (Unused),6,1,90,1,true,-29,14,192,0,24,16,true,true
eff2 (Unused),7,1,90,1,true,-14,12,216,0,24,16,true,true
eff2 (Unused),8,1,90,1,true,-5,10,216,16,24,16,true,true
eff2 (Unused),9,1,0,1,true,-16,-49,192,0,24,16,false,false
eff2 (Unused),10,1,0,1,true,-24,-49,216,0,24,16,false,false
eff2 (Unused),11,1,0,1,true,-27,-50,192,16,24,16,false,false
eff2 (Unused),12,1,153.018,1,true,-10,21,216,0,24,16,true,true
eff2 (Unused),13,1,153.018,1,true,-7,21,192,16,24,16,true,true
eff2 (Unused),14,1,145.02,1,true,-7,19,216,16,24,16,true,true
eff2 (Unused),15,1,135,1,true,-24,19,192,0,24,16,true,true
eff2 (Unused),16,1,129.99,1,true,-14,16,216,0,24,16,true,true
eff2 (Unused),17,1,135,1,true,-4,15,216,16,24,16,true,true
eff2 (Unused),18,1,0,1,true,-29,-49,0,0,32,16,false,false
eff2 (Unused),19,1,0,1,true,-34,-49,32,0,32,16,false,false
eff2 (Unused),20,1,0,1,true,-40,-48,88,0,24,16,false,false
eff2 (Unused),21,1,119.971,1,true,-30,27,0,0,32,16,true,true
eff2 (Unused),22,1,119.971,1,true,-13,23,32,0,32,16,true,true
eff2 (Unused),23,1,119.971,1,true,-2,20,64,0,24,16,true,true
eff2 (Unused),24,1,90,1,true,-24,18,0,0,32,16,true,true
eff2 (Unused),25,1,90,1,true,-12,17,32,0,32,16,true,true
eff2 (Unused),26,1,90,1,true,-2,17,112,0,24,16,true,true
eff2 (Unused),27,1,0,1,true,-19,-58,0,0,32,16,false,false
eff2 (Unused),28,1,0,1,true,-24,-58,32,0,32,16,false,false
eff2 (Unused),29,1,0,1,true,-25,-57,64,0,24,16,false,false
eff2 (Unused),30,1,140.01,1,true,-27,30,0,0,32,16,true,true
eff2 (Unused),31,1,140.01,1,true,-19,27,32,0,32,16,true,true
eff2 (Unused),32,1,90,1,true,-41,19,136,0,24,16,true,true
eff2 (Unused),33,1,124.98,1,true,-25,30,0,0,32,16,true,true
eff2 (Unused),34,1,124.98,1,true,-18,28,32,0,32,16,true,true
eff2 (Unused),35,1,90,1,true,-29,27,160,0,32,8,true,true
eff2 (Unused),36,1,0,1,true,-18,-48,0,0,32,16,false,false
eff2 (Unused),37,1,0,1,true,-25,-48,32,0,32,16,false,false
eff2 (Unused),38,1,0,1,true,-31,-48,88,0,24,16,false,false
eff2 (Unused),39,1,140.01,1,true,-21,23,0,0,32,16,true,true
eff2 (Unused),40,1,140.01,1,true,-7,19,32,0,32,16,true,true
eff2 (Unused),41,1,135,1,true,4,18,64,0,24,16,true,true
eff2 (Unused),42,1,90,1,true,-24,17,0,0,32,16,true,true
eff2 (Unused),43,1,90,1,true,-16,17,32,0,32,16,true,true
eff2 (Unused),44,1,90,1,true,-6,17,112,0,24,16,true,true
eff2 (Unused),45,1,0,1,true,-15,-52,0,0,32,16,false,false
eff2 (Unused),46,1,0,1,true,-20,-52,32,0,32,16,false,false
eff2 (Unused),47,1,0,1,true,-20,-52,64,0,24,16,false,false
eff2 (Unused),48,1,140.01,1,true,-33,27,0,0,32,16,true,true
eff2 (Unused),49,1,140.01,1,true,-23,26,32,0,32,16,true,true
eff2 (Unused),50,1,90,1,true,-40,12,136,0,24,16,true,true
eff2 (Unused),51,1,124.98,1,true,-34,25,0,0,32,16,true,true
eff2 (Unused),52,1,124.98,1,true,-20,22,32,0,32,16,true,true
eff2 (Unused),53,1,90,1,true,-27,23,160,0,32,8,true,true
eff2 (Unused),54,1,90,1,true,-45,11,96,88,16,16,true,true
eff2 (Unused),55,1,90,1,true,-45,15,112,88,16,16,true,true
eff2 (Unused),56,1,90,1,true,-45,15,128,88,16,16,true,true
eff2 (Unused),57,1,90,1,true,-15,14,96,88,16,16,false,true
eff2 (Unused),58,1,90,1,true,-16,18,112,88,16,16,false,true
eff2 (Unused),59,1,90,1,true,-16,18,128,88,16,16,false,true
eff2 (Unused),60,1,0,1,true,-30,-7,144,88,16,16,false,false
eff2 (Unused),61,1,0,1,true,-30,-7,160,88,16,16,false,false
